building_id,district,postal_code,address,latitude,longitude,construction_year,building_type,num_units,total_area_m2,num_floors,roof_type,facade_material,window_type,heating_system,heating_age,insulation_walls,insulation_roof,insulation_basement,ownership_type,epc_rating,epc_date,energy_consumption_kwh_m2,last_renovation_year,listed_building
BLD-07159,Reinickendorf,13403,Marzahner Chaussee 160,52.577186,13.322297,1951,Post-war,14,1408.4,4,Hip,Prefab panel,Double-pane,Electric,25,None,None,None,Corporate landlord,G,2016-06-18,214.2,2012,FALSE
BLD-07160,Tempelhof-Schöneberg,12103,Berliner Str. 44,52.497034,13.371272,1974,1970s block,10,848.8,8,Pitched,Sandstone,Mixed,Heat pump,31,Partial,None,None,Municipal,F,2019-12-29,163.5,2016,FALSE
BLD-07161,Mitte,10178,Wrangelstr. 92,52.525718,13.385123,1970,1970s block,22,2062.6,5,Hip,Concrete,Single-pane,Electric,30,Full,None,None,Corporate landlord,G,2023-06-09,200.1,1993,FALSE
BLD-07162,Lichtenberg,13059,Tempelhofer Damm 142,52.501656,13.488051,1894,Gründerzeit,39,3253.8,5,Pitched,Brick,Triple-pane,District heating,8,Partial,Partial,None,Private landlord,H,2018-02-11,272.7,1990,FALSE
BLD-07163,Tempelhof-Schöneberg,10777,Hellersdorfer Str. 66,52.482384,13.399584,1873,Altbau,45,3192.6,3,Hip,Sandstone,Single-pane,District heating,14,Partial,Partial,Partial,Housing cooperative,G,2020-06-23,211.0,2021,FALSE
BLD-07164,Charlottenburg-Wilmersdorf,10623,Zehlendorfer Str. 17,52.518167,13.285886,1947,Post-war,21,1439.9,2,Hip,Brick,Single-pane,Gas boiler,9,Partial,None,Partial,Corporate landlord,G,2017-06-01,225.2,2013,FALSE
BLD-07165,Charlottenburg-Wilmersdorf,10589,Wrangelstr. 19,52.501612,13.310852,1997,Modern,15,1437.5,7,Mansard,Prefab panel,Double-pane,Electric,2,Partial,Full,Partial,Housing cooperative,C,2015-06-10,99.6,2017,FALSE
BLD-07166,Marzahn-Hellersdorf,12681,Frankfurter Allee 154,52.553572,13.569838,1883,Gründerzeit,23,2165.2,3,Pitched,Brick,Mixed,Gas boiler,33,None,Partial,Partial,Municipal,H,2016-08-29,270.0,1993,FALSE
BLD-07167,Marzahn-Hellersdorf,12683,Zehlendorfer Str. 98,52.541589,13.555476,1988,1980s block,19,1441.2,6,Mansard,Prefab panel,Double-pane,Mixed,33,Partial,Partial,Partial,Housing cooperative,E,2021-07-16,149.8,2008,FALSE
BLD-07168,Charlottenburg-Wilmersdorf,10627,Kastanienallee 59,52.495575,13.321203,1956,Post-war,27,2040.3,7,Mansard,Brick,Single-pane,Gas boiler,16,None,Partial,None,Private landlord,G,2020-02-24,200.0,2016,FALSE
BLD-07169,Steglitz-Zehlendorf,12169,Brunsbütteler Damm 73,52.430031,13.316973,1980,Plattenbau,20,2008.0,6,Mansard,Prefab panel,Mixed,Mixed,10,None,None,Partial,Private landlord,G,2019-03-11,201.3,,FALSE
BLD-07170,Charlottenburg-Wilmersdorf,10623,Invalidenstraße 113,52.508727,13.339777,2001,Modern,30,2265.7,8,Pitched,Sandstone,Mixed,Oil boiler,34,Full,None,Full,Municipal,C,2019-12-16,79.7,,FALSE
BLD-07171,Mitte,10115,Neuköllner Str. 140,52.527567,13.374064,1984,1980s block,11,1203.8,9,Flat,Render,Triple-pane,Oil boiler,22,Partial,None,None,Municipal,E,2018-01-09,143.9,2011,FALSE
BLD-07172,Neukölln,12055,Warschauer Str. 66,52.466057,13.455263,2008,Modern,30,2675.8,5,Hip,Render,Mixed,Electric,29,Full,Full,Full,Private landlord,D,2018-05-19,111.6,,FALSE
BLD-07173,Reinickendorf,13469,Potsdamer Str. 45,52.572303,13.366827,2000,Modern,16,1060.2,4,Hip,Render,Double-pane,Oil boiler,20,Partial,Full,None,Municipal,D,2017-06-26,107.6,2017,FALSE
BLD-07174,Neukölln,12045,Pappelallee 158,52.470611,13.429717,1949,Post-war,6,522.5,5,Pitched,Sandstone,Single-pane,District heating,22,None,None,Partial,Municipal,G,2023-01-16,207.5,,FALSE
BLD-07175,Pankow,13086,Britzer Damm 174,52.565095,13.386511,2006,Modern,24,1504.7,4,Flat,Brick,Double-pane,Mixed,18,None,None,Full,Condominium,D,2022-11-07,123.4,2010,FALSE
BLD-07176,Steglitz-Zehlendorf,14195,Karl-Marx-Str. 59,52.438523,13.28785,1982,1980s block,27,2109.0,6,Pitched,Mixed,Mixed,District heating,6,Partial,None,Full,Corporate landlord,F,2018-02-02,193.9,2020,FALSE
BLD-07177,Neukölln,12059,Berliner Str. 53,52.478427,13.455182,1874,Altbau,16,896.1,6,Pitched,Brick,Mixed,Mixed,31,None,Partial,None,Municipal,G,2016-02-24,232.4,1993,TRUE
BLD-07178,Lichtenberg,13053,Hauptstr. 33,52.501707,13.479798,1957,Post-war,3,222.6,7,Hip,Brick,Single-pane,Heat pump,21,None,None,None,Municipal,G,2022-04-15,212.8,,FALSE
BLD-07179,Steglitz-Zehlendorf,14195,Karl-Marx-Str. 79,52.465135,13.249266,2007,Modern,24,2327.8,5,Flat,Concrete,Triple-pane,Oil boiler,26,Partial,Full,Full,Corporate landlord,D,2023-06-25,101.3,2008,FALSE
BLD-07180,Spandau,13593,Pappelallee 179,52.536654,13.245098,1970,Plattenbau,44,2917.2,9,Mansard,Prefab panel,Triple-pane,Mixed,7,Partial,None,Full,Municipal,F,2021-04-08,190.7,2014,FALSE
BLD-07181,Mitte,10179,Warschauer Str. 55,52.51772,13.396137,1890,Altbau,3,237.1,6,Hip,Mixed,Double-pane,Oil boiler,33,Full,None,Partial,Municipal,G,2018-07-22,245.5,1999,FALSE
BLD-07182,Neukölln,12043,Berliner Str. 18,52.472652,13.429329,1946,Post-war,17,1053.8,5,Mansard,Mixed,Triple-pane,Oil boiler,22,None,None,None,Private landlord,F,2018-03-16,194.4,1998,FALSE
BLD-07183,Tempelhof-Schöneberg,12101,Lichtenberger Str. 7,52.478064,13.333351,1966,Plattenbau,53,5126.9,4,Mansard,Prefab panel,Triple-pane,Oil boiler,18,None,Partial,Partial,Corporate landlord,E,2019-12-28,158.7,2007,FALSE
BLD-07184,Mitte,10117,Kastanienallee 159,52.531946,13.408496,1954,Post-war,30,2949.9,9,Mansard,Mixed,Single-pane,Gas boiler,24,None,None,Partial,Condominium,G,2017-02-07,207.0,1997,FALSE
BLD-07185,Treptow-Köpenick,12489,Sonnenallee 139,52.472324,13.548758,1976,1970s block,20,1742.0,7,Mansard,Render,Double-pane,District heating,3,None,None,Full,Private landlord,F,2021-06-13,161.5,2014,FALSE
BLD-07186,Reinickendorf,13465,Tempelhofer Damm 159,52.5885,13.357142,1873,Altbau,11,1116.4,9,Mansard,Brick,Triple-pane,Gas boiler,14,None,None,None,Condominium,G,2023-08-23,207.4,,FALSE
BLD-07187,Friedrichshain-Kreuzberg,10961,Hauptstr. 63,52.503253,13.431971,1969,1970s block,11,718.1,6,Hip,Sandstone,Single-pane,District heating,30,None,None,Partial,Corporate landlord,F,2019-08-01,168.4,1999,FALSE
BLD-07188,Spandau,13581,Karl-Marx-Allee 63,52.546415,13.207567,1914,Altbau,33,2065.8,7,Flat,Mixed,Double-pane,Heat pump,31,Partial,Partial,None,Municipal,G,2022-09-22,248.3,,FALSE
BLD-07189,Pankow,13086,Sonnenallee 21,52.552402,13.391306,1885,Gründerzeit,36,3929.6,7,Mansard,Prefab panel,Mixed,Mixed,23,Partial,None,None,Condominium,G,2015-10-26,245.2,1999,FALSE
BLD-07190,Neukölln,12047,Warschauer Str. 54,52.458323,13.41359,1909,Altbau,41,4415.9,7,Mansard,Sandstone,Mixed,Mixed,1,None,Partial,None,Corporate landlord,G,2022-01-16,202.8,,TRUE
BLD-07191,Pankow,13086,Köpenicker Str. 13,52.582507,13.444406,2010,Modern,20,1997.2,9,Mansard,Sandstone,Mixed,Gas boiler,3,None,Full,Full,Private landlord,C,2020-07-17,77.6,,FALSE
BLD-07192,Mitte,10179,Greifswalder Str. 63,52.529458,13.385439,1971,1970s block,7,497.6,5,Mansard,Mixed,Single-pane,Gas boiler,31,Full,None,Partial,Private landlord,F,2021-03-13,181.0,2003,FALSE
BLD-07193,Pankow,13189,Potsdamer Str. 139,52.545333,13.420324,1969,1970s block,3,287.3,8,Flat,Prefab panel,Single-pane,Electric,24,Partial,None,Partial,Private landlord,F,2023-09-18,171.4,1995,FALSE
BLD-07194,Tempelhof-Schöneberg,12107,Greifswalder Str. 47,52.484268,13.383563,1894,Gründerzeit,31,2681.1,8,Flat,Concrete,Triple-pane,Electric,22,Partial,None,None,Condominium,H,2018-03-25,275.3,,FALSE
BLD-07195,Treptow-Köpenick,12437,Eberswalder Str. 135,52.459181,13.536249,1901,Altbau,17,1278.7,3,Mansard,Concrete,Single-pane,Gas boiler,31,Partial,None,None,Housing cooperative,H,2022-09-28,254.6,2002,FALSE
BLD-07196,Reinickendorf,13405,Köpenicker Str. 17,52.557237,13.301602,1963,Plattenbau,52,4701.8,5,Hip,Prefab panel,Double-pane,Mixed,19,Full,Partial,Partial,Municipal,G,2020-07-19,200.0,,FALSE
BLD-07197,Reinickendorf,13405,Rummelsburger Str. 109,52.595314,13.336464,1959,Post-war,15,855.1,9,Flat,Mixed,Triple-pane,Oil boiler,20,None,None,None,Municipal,G,2016-07-09,226.1,,FALSE
BLD-07198,Spandau,13589,Lichtenberger Str. 7,52.553833,13.196412,1999,Modern,23,2180.8,2,Mansard,Prefab panel,Mixed,Mixed,4,None,Full,Full,Condominium,D,2017-05-13,103.6,2007,FALSE
BLD-07199,Tempelhof-Schöneberg,10785,Bergmannstr. 87,52.459131,13.38469,1900,Gründerzeit,43,3566.3,9,Hip,Render,Single-pane,Heat pump,6,None,Partial,None,Housing cooperative,H,2021-07-23,266.8,2018,FALSE
BLD-07200,Steglitz-Zehlendorf,12165,Berliner Str. 81,52.448673,13.2458,2000,Modern,30,3224.6,7,Flat,Brick,Mixed,Oil boiler,25,Full,Full,Partial,Corporate landlord,D,2015-09-11,110.6,2010,FALSE
BLD-07201,Mitte,10119,Frankfurter Allee 169,52.517715,13.397444,1961,Plattenbau,50,5063.2,2,Hip,Prefab panel,Mixed,Heat pump,23,Partial,None,Partial,Housing cooperative,E,2015-05-24,155.2,2009,FALSE
BLD-07202,Steglitz-Zehlendorf,12169,Hauptstr. 106,52.448063,13.272958,1973,1970s block,12,756.7,8,Pitched,Prefab panel,Single-pane,Heat pump,29,None,None,None,Municipal,E,2019-09-02,154.7,,FALSE
BLD-07203,Treptow-Köpenick,12489,Brunsbütteler Damm 67,52.474166,13.481825,1897,Gründerzeit,46,3204.9,3,Pitched,Prefab panel,Single-pane,Mixed,21,None,None,None,Private landlord,H,2016-04-08,269.5,1992,FALSE
BLD-07204,Neukölln,12047,Pappelallee 88,52.467179,13.455444,1898,Gründerzeit,53,4781.8,9,Flat,Prefab panel,Double-pane,Gas boiler,17,None,Partial,None,Municipal,G,2015-02-18,240.4,,FALSE
BLD-07205,Tempelhof-Schöneberg,10781,Heerstr. 180,52.477245,13.343782,1989,Plattenbau,48,3372.2,9,Pitched,Prefab panel,Triple-pane,Gas boiler,26,None,Full,None,Condominium,F,2015-09-15,187.2,,FALSE
BLD-07206,Steglitz-Zehlendorf,12163,Eberswalder Str. 163,52.457422,13.2703,1968,1970s block,16,1404.0,2,Hip,Concrete,Triple-pane,Heat pump,7,Full,Partial,Partial,Municipal,E,2016-10-01,141.9,,FALSE
BLD-07207,Treptow-Köpenick,12437,Karl-Marx-Str. 113,52.468933,13.549063,1983,1980s block,24,1820.0,2,Pitched,Sandstone,Mixed,Gas boiler,14,Partial,Full,None,Private landlord,F,2021-02-03,194.8,,FALSE
BLD-07208,Friedrichshain-Kreuzberg,10249,Heerstr. 94,52.512779,13.430923,1963,Plattenbau,57,5171.1,9,Pitched,Prefab panel,Mixed,Electric,27,Partial,None,None,Condominium,E,2020-09-20,137.5,2012,FALSE
BLD-07209,Reinickendorf,13403,Prenzlauer Allee 118,52.596761,13.365066,1999,Modern,30,2870.0,4,Hip,Render,Mixed,Heat pump,29,Full,Full,Full,Municipal,D,2019-10-23,102.6,2015,FALSE
BLD-07210,Tempelhof-Schöneberg,12103,Torstr. 115,52.489589,13.339455,1971,1970s block,11,827.7,9,Mansard,Brick,Single-pane,Heat pump,12,Partial,Partial,Full,Condominium,E,2020-07-08,151.4,2020,FALSE
BLD-07211,Mitte,10178,Pappelallee 141,52.521402,13.388924,1998,Modern,13,748.1,2,Pitched,Concrete,Triple-pane,Heat pump,28,Partial,Partial,Partial,Corporate landlord,D,2015-05-12,100.2,2013,FALSE
BLD-07212,Treptow-Köpenick,12437,Zehlendorfer Str. 143,52.44354,13.493751,1914,Altbau,47,4025.7,8,Hip,Concrete,Mixed,Heat pump,26,Partial,None,Partial,Private landlord,H,2018-09-23,265.0,2004,FALSE
BLD-07213,Tempelhof-Schöneberg,10781,Schönhauser Allee 4,52.468933,13.374555,2001,Modern,7,401.2,3,Mansard,Mixed,Triple-pane,Gas boiler,26,None,Partial,Full,Municipal,C,2023-01-26,90.9,2010,FALSE
BLD-07214,Pankow,13187,Richardstr. 123,52.5539,13.435269,1984,Plattenbau,49,3958.8,4,Flat,Prefab panel,Mixed,Gas boiler,10,Partial,Full,None,Housing cooperative,F,2016-04-08,187.4,,FALSE
BLD-07215,Lichtenberg,13057,Torstr. 76,52.505939,13.523932,1954,Post-war,6,592.3,9,Hip,Brick,Single-pane,Oil boiler,10,None,None,None,Corporate landlord,G,2017-10-01,228.5,2019,FALSE
BLD-07216,Neukölln,12055,Innsbrucker Str. 4,52.480417,13.428038,1990,Plattenbau,51,4629.6,3,Hip,Prefab panel,Triple-pane,Oil boiler,17,None,Partial,Partial,Municipal,E,2017-03-24,156.2,,FALSE
BLD-07217,Steglitz-Zehlendorf,12167,Wrangelstr. 56,52.454868,13.270079,1892,Gründerzeit,39,3865.2,5,Mansard,Mixed,Single-pane,Oil boiler,31,None,None,None,Private landlord,H,2019-08-15,255.8,2009,FALSE
BLD-07218,Spandau,13597,Neuköllner Str. 138,52.525562,13.239123,1887,Altbau,3,325.7,9,Pitched,Render,Mixed,Electric,16,None,None,None,Municipal,G,2021-05-15,247.1,2007,FALSE
BLD-07219,Friedrichshain-Kreuzberg,10245,Berliner Str. 163,52.501155,13.444113,1959,Post-war,7,534.1,5,Mansard,Mixed,Single-pane,Heat pump,28,None,None,Partial,Housing cooperative,F,2019-03-04,189.3,1993,FALSE
BLD-07220,Charlottenburg-Wilmersdorf,10625,Prenzlauer Allee 134,52.504237,13.343526,1905,Altbau,15,937.1,7,Hip,Mixed,Single-pane,Electric,3,None,Partial,None,Private landlord,G,2016-09-09,244.2,,TRUE
BLD-07221,Marzahn-Hellersdorf,12619,Heerstr. 40,52.546216,13.562636,1989,1980s block,30,2028.4,2,Hip,Prefab panel,Mixed,Oil boiler,4,None,None,None,Private landlord,E,2021-04-02,159.8,1995,FALSE
BLD-07222,Friedrichshain-Kreuzberg,10247,Nonnendammallee 38,52.514688,13.473809,1948,Post-war,13,1417.2,5,Hip,Render,Single-pane,District heating,19,None,None,None,Housing cooperative,F,2018-10-30,194.9,1991,FALSE
BLD-07223,Pankow,13086,Mariendorfer Damm 164,52.555539,13.445051,1950,Post-war,6,579.7,6,Mansard,Prefab panel,Single-pane,Gas boiler,13,None,None,None,Housing cooperative,G,2020-12-31,213.5,2005,FALSE
BLD-07224,Mitte,10178,Britzer Damm 162,52.517852,13.390466,1976,Plattenbau,59,5571.3,4,Pitched,Prefab panel,Single-pane,Mixed,9,None,None,Partial,Condominium,F,2015-09-24,194.3,2014,FALSE
BLD-07225,Charlottenburg-Wilmersdorf,10587,Müllerstr. 17,52.493893,13.326348,1883,Gründerzeit,10,577.3,8,Flat,Concrete,Single-pane,District heating,35,None,None,None,Municipal,H,2023-04-25,262.1,2003,FALSE
BLD-07226,Mitte,10119,Nonnendammallee 92,52.533206,13.406844,1981,1980s block,8,709.8,3,Pitched,Brick,Mixed,Heat pump,27,Full,Partial,Partial,Corporate landlord,E,2015-03-03,158.0,1995,FALSE
BLD-07227,Steglitz-Zehlendorf,14165,Sonnenallee 25,52.457222,13.277628,1884,Altbau,32,1876.6,5,Hip,Render,Single-pane,Oil boiler,30,Full,None,Partial,Municipal,H,2016-06-25,256.6,2001,FALSE
BLD-07228,Friedrichshain-Kreuzberg,10243,Hellersdorfer Str. 44,52.513297,13.438428,1904,Altbau,41,2416.4,8,Mansard,Brick,Single-pane,Mixed,32,Partial,None,None,Municipal,G,2016-05-21,229.0,2022,FALSE
BLD-07229,Tempelhof-Schöneberg,10785,Marzahner Chaussee 152,52.489395,13.353534,1877,Altbau,33,2966.5,7,Pitched,Concrete,Triple-pane,Oil boiler,27,None,None,Partial,Corporate landlord,G,2021-01-31,240.4,1992,FALSE
BLD-07230,Steglitz-Zehlendorf,12163,Neuköllner Str. 45,52.452404,13.290184,2009,Modern,20,1352.3,6,Mansard,Sandstone,Mixed,Heat pump,22,Full,Full,Full,Private landlord,C,2018-09-23,80.9,2013,FALSE
BLD-07231,Pankow,13187,Kolonnenstr. 24,52.545408,13.395457,1953,Post-war,16,1293.7,9,Pitched,Concrete,Single-pane,Mixed,5,None,Partial,None,Municipal,F,2023-06-14,180.3,2017,FALSE
BLD-07232,Reinickendorf,13405,Marzahner Chaussee 13,52.580616,13.352782,1976,1970s block,9,622.7,8,Hip,Mixed,Single-pane,Electric,5,None,None,None,Municipal,E,2020-09-18,159.4,,FALSE
BLD-07233,Steglitz-Zehlendorf,14163,Bergmannstr. 159,52.462721,13.263576,1909,Gründerzeit,58,5765.5,4,Pitched,Mixed,Single-pane,Heat pump,18,None,None,None,Housing cooperative,G,2019-09-15,237.9,1999,FALSE
BLD-07234,Pankow,13158,Bergmannstr. 39,52.56504,13.396029,1905,Altbau,29,2704.5,5,Pitched,Render,Single-pane,Mixed,31,None,Partial,Partial,Municipal,H,2022-10-04,251.1,,FALSE
BLD-07235,Charlottenburg-Wilmersdorf,10587,Mariendorfer Damm 128,52.500592,13.337198,1908,Altbau,59,4342.9,8,Hip,Prefab panel,Single-pane,District heating,23,None,Partial,None,Corporate landlord,G,2019-11-12,246.5,2000,FALSE
BLD-07236,Neukölln,12049,Tempelhofer Damm 75,52.48396,13.410409,1955,Post-war,5,499.2,9,Pitched,Prefab panel,Double-pane,Electric,21,None,None,None,Housing cooperative,F,2022-06-29,183.1,,FALSE
BLD-07237,Reinickendorf,13437,Frankfurter Allee 22,52.592867,13.324771,2006,Modern,19,1752.7,5,Flat,Mixed,Double-pane,Mixed,30,Full,Partial,Partial,Housing cooperative,C,2017-11-10,85.5,2023,FALSE
BLD-07238,Reinickendorf,13437,Richardstr. 166,52.578381,13.315686,1973,1970s block,8,654.8,4,Flat,Prefab panel,Single-pane,Electric,24,Full,Partial,Partial,Municipal,F,2021-11-20,162.7,1991,FALSE
BLD-07239,Pankow,13086,Innsbrucker Str. 159,52.580093,13.394486,1954,Post-war,16,1381.2,7,Mansard,Prefab panel,Single-pane,Mixed,27,None,None,Partial,Municipal,G,2022-08-27,213.1,2007,FALSE
BLD-07240,Steglitz-Zehlendorf,12167,Hermannstr. 167,52.435204,13.308073,1947,Post-war,8,686.2,6,Hip,Sandstone,Single-pane,Mixed,10,None,None,None,Corporate landlord,G,2022-01-17,212.8,,FALSE
BLD-07241,Mitte,10178,Sonnenallee 171,52.519991,13.403132,1986,1980s block,9,603.6,8,Flat,Prefab panel,Mixed,Mixed,12,Partial,Full,None,Municipal,F,2016-03-04,181.0,2016,FALSE
BLD-07242,Lichtenberg,13053,Nonnendammallee 93,52.536201,13.510598,2004,Modern,29,1772.9,5,Flat,Concrete,Mixed,Oil boiler,16,Full,Partial,Full,Municipal,C,2020-07-26,95.4,2023,FALSE
BLD-07243,Mitte,10178,Torstr. 17,52.525551,13.385356,1880,Gründerzeit,7,620.6,7,Hip,Concrete,Double-pane,Heat pump,12,None,Partial,None,Corporate landlord,G,2019-02-08,240.9,,FALSE
BLD-07244,Treptow-Köpenick,12559,Marzahner Chaussee 117,52.449186,13.570811,1988,1980s block,3,242.0,7,Flat,Brick,Mixed,Heat pump,26,None,Full,Partial,Private landlord,E,2022-05-22,136.6,,FALSE
BLD-07245,Marzahn-Hellersdorf,12623,Invalidenstraße 5,52.538817,13.56397,1993,Modern,25,2461.9,8,Pitched,Render,Mixed,Gas boiler,31,Full,None,Full,Private landlord,D,2018-09-24,114.9,2003,FALSE
BLD-07246,Lichtenberg,10317,Tempelhofer Damm 105,52.502329,13.512848,1974,1970s block,17,1585.6,4,Pitched,Concrete,Single-pane,Oil boiler,27,None,None,None,Municipal,E,2022-01-20,144.4,,FALSE
BLD-07247,Tempelhof-Schöneberg,10781,Tempelhofer Damm 11,52.486121,13.344118,1905,Gründerzeit,23,1434.0,2,Mansard,Prefab panel,Single-pane,District heating,16,Partial,None,None,Municipal,G,2019-06-06,243.8,2020,FALSE
BLD-07248,Steglitz-Zehlendorf,14169,Schönhauser Allee 80,52.44439,13.261577,1897,Altbau,14,868.2,9,Mansard,Brick,Double-pane,Oil boiler,23,None,None,None,Condominium,H,2019-03-28,251.8,,FALSE
BLD-07249,Treptow-Köpenick,12439,Tempelhofer Damm 139,52.459362,13.503868,1971,Plattenbau,12,1079.0,5,Hip,Prefab panel,Single-pane,Electric,19,Partial,Partial,None,Condominium,G,2017-06-20,201.9,2009,FALSE
BLD-07250,Friedrichshain-Kreuzberg,10963,Bergmannstr. 92,52.504729,13.459668,1985,1980s block,12,955.4,6,Pitched,Brick,Mixed,Heat pump,26,None,None,Partial,Corporate landlord,E,2020-07-16,147.6,,FALSE
BLD-07251,Charlottenburg-Wilmersdorf,10585,Rummelsburger Str. 174,52.524873,13.335597,2001,Modern,5,355.1,2,Pitched,Sandstone,Mixed,Heat pump,9,None,Partial,Full,Corporate landlord,C,2016-11-03,77.4,2022,FALSE
BLD-07252,Treptow-Köpenick,12437,Brunsbütteler Damm 52,52.474119,13.560358,1947,Post-war,24,2128.5,5,Mansard,Brick,Double-pane,Heat pump,32,Partial,None,None,Corporate landlord,G,2016-09-22,210.3,2021,FALSE
BLD-07253,Charlottenburg-Wilmersdorf,14195,Heerstr. 162,52.515817,13.287604,1997,Modern,27,2050.4,9,Mansard,Render,Mixed,District heating,13,Full,Partial,None,Housing cooperative,C,2016-09-20,76.7,,FALSE
BLD-07254,Charlottenburg-Wilmersdorf,10585,Heerstr. 70,52.510133,13.339635,1971,1970s block,23,1894.7,2,Flat,Concrete,Mixed,Heat pump,16,None,Partial,None,Condominium,F,2020-08-04,162.1,2003,FALSE
BLD-07255,Treptow-Köpenick,12557,Richardstr. 97,52.480201,13.495534,1955,Post-war,28,2213.9,5,Mansard,Sandstone,Single-pane,Mixed,5,Partial,None,None,Corporate landlord,F,2016-07-07,197.6,,FALSE
BLD-07256,Steglitz-Zehlendorf,14165,Landsberger Allee 34,52.448759,13.249355,1897,Gründerzeit,24,1453.6,6,Flat,Sandstone,Mixed,Electric,19,None,None,None,Private landlord,H,2019-07-23,260.0,,FALSE
BLD-07257,Tempelhof-Schöneberg,10781,Innsbrucker Str. 94,52.457707,13.336796,1881,Gründerzeit,22,1764.0,6,Pitched,Concrete,Single-pane,Mixed,20,Partial,None,None,Condominium,G,2017-04-24,222.9,2019,TRUE
BLD-07258,Treptow-Köpenick,12435,Prenzlauer Allee 104,52.482288,13.510031,1980,1980s block,8,695.8,3,Pitched,Prefab panel,Double-pane,District heating,22,Partial,Partial,None,Condominium,F,2016-04-02,182.4,2008,FALSE
BLD-07259,Spandau,13585,Potsdamer Str. 65,52.544884,13.249784,1971,1970s block,4,355.5,8,Mansard,Render,Single-pane,Oil boiler,17,None,Partial,None,Municipal,F,2017-04-14,186.2,2013,FALSE
BLD-07260,Steglitz-Zehlendorf,14167,Landsberger Allee 78,52.460825,13.293727,1885,Gründerzeit,50,4553.3,8,Hip,Render,Mixed,Oil boiler,9,None,Partial,None,Corporate landlord,H,2015-01-18,252.3,,FALSE
BLD-07261,Tempelhof-Schöneberg,10779,Brunsbütteler Damm 85,52.462529,13.386294,1979,1970s block,14,1282.0,3,Hip,Sandstone,Mixed,Oil boiler,19,Partial,None,None,Housing cooperative,E,2016-11-09,152.6,2012,FALSE
BLD-07262,Steglitz-Zehlendorf,12169,Rummelsburger Str. 104,52.447163,13.302614,1950,Post-war,3,295.6,7,Mansard,Prefab panel,Triple-pane,Heat pump,24,None,Partial,None,Condominium,F,2022-06-30,164.6,1990,FALSE
BLD-07263,Mitte,10179,Heerstr. 134,52.520386,13.38962,1985,1980s block,17,1612.1,3,Flat,Sandstone,Double-pane,Electric,1,None,Full,None,Corporate landlord,F,2016-11-23,183.7,,FALSE
BLD-07264,Reinickendorf,13435,Heerstr. 123,52.556558,13.330318,1978,1970s block,30,1940.7,3,Mansard,Concrete,Double-pane,District heating,6,Full,Partial,None,Corporate landlord,E,2021-04-12,142.2,2002,FALSE
BLD-07265,Tempelhof-Schöneberg,10779,Gatower Str. 28,52.476086,13.343132,1953,Post-war,17,1257.6,6,Mansard,Concrete,Mixed,Mixed,8,None,None,None,Corporate landlord,G,2021-05-20,239.2,2010,FALSE
BLD-07266,Neukölln,12055,Frankfurter Allee 21,52.483108,13.452733,1953,Post-war,21,2094.0,8,Flat,Prefab panel,Single-pane,District heating,35,None,Partial,None,Private landlord,F,2017-08-08,171.2,2016,FALSE
BLD-07267,Tempelhof-Schöneberg,10781,Kastanienallee 139,52.468834,13.355755,1953,Post-war,29,2592.8,5,Pitched,Concrete,Mixed,Mixed,20,None,None,Partial,Municipal,F,2015-09-28,185.8,,FALSE
BLD-07268,Tempelhof-Schöneberg,12105,Torstr. 98,52.488499,13.377128,1968,1970s block,26,1961.6,9,Pitched,Mixed,Double-pane,Oil boiler,20,None,None,Partial,Private landlord,F,2022-05-01,190.5,1990,FALSE
